program_id,source,source_service,title,category,district,venue,address,lat,lng,age_min,age_max,age_label,target_text,date_start,date_end,time_text,fee,fee_type,indoor_outdoor,reservation_status_raw,reservation_status_norm,availability_group,available_now,is_full_or_closed,date_match_level,source_url,detail_url,rule_summary,cancel_rule,no_show_rule,family_fit,preparation_note,data_confidence,availability_confidence,recommendation_reason,caution_note,last_api_update,id,week,status,status_label,reservation_required
SAMPLE-0091,공공서비스예약,sample_fallback,역사문화 탐방 프로그램,역사,강서구,강서구 주민문화센터,서울특별시 강서구 샘플로 190,37.55873601045024,126.85081629500819,4,12,4-12세,4-12세 어린이 및 보호자,2026-05-10,2026-05-12,상시,0,무료,실내,상시이용,always_available,상시/현장 가능,True,False,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0091,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0091,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0091,19,상시/현장 가능,상시/현장 가능,True
SAMPLE-0092,서울문화포털,sample_fallback,공원 자연탐험 시간,자연,구로구,구로구 문화예술회관,서울특별시 구로구 샘플로 191,37.493034436615,126.89413773226036,4,6,4-6세,4-6세 어린이 및 보호자,2026-04-26,2026-04-26,10:00-11:30,0,무료,실외,마감임박,closing_soon,마감 임박,True,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0092,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0092,17,마감 임박,마감 임박,False
SAMPLE-0093,서울형 키즈카페,sample_fallback,무대 뒤 예술 체험,공연,금천구,금천구 아이맘센터,서울특별시 금천구 샘플로 192,37.45947253863077,126.90471453595197,5,7,5-7세,5-7세 어린이 및 보호자,2026-05-14,2026-05-14,10:00-12:00,0,무료,혼합,접수예정,soon_open,접수 예정,False,False,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0093,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0093,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0093,20,접수 예정,접수 예정,True
SAMPLE-0094,구립도서관,sample_fallback,서울형 키즈카페 놀이시간,놀이,영등포구,영등포구 작은도서관,서울특별시 영등포구 샘플로 193,37.527499406623335,126.88885318580967,6,9,6-9세,6-9세 어린이 및 보호자,2026-05-20,2026-05-20,13:00-15:00,3000,저비용,실내,접수마감,full,예약 마감,False,True,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0094,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0094,21,예약 마감,예약 마감,False
SAMPLE-0095,박물관·미술관,sample_fallback,토요 뉴스포츠 교실,체육,동작구,동작구 어린이박물관,서울특별시 동작구 샘플로 194,37.50419104480453,126.9492055675934,7,9,7-9세,7-9세 어린이 및 보호자,2026-05-27,2026-05-27,14:00-16:00,12000,유료,실외,예약마감,full,예약 마감,False,True,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0095,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0095,22,예약 마감,예약 마감,False
SAMPLE-0096,공공서비스예약,sample_fallback,도서관 창의 독서교실,독서,관악구,관악구 공공서비스센터,서울특별시 관악구 샘플로 195,37.4887419943247,126.9505228847203,8,12,8-12세,8-12세 어린이 및 보호자,2026-06-03,2026-06-03,오전,0,무료,혼합,확인 필요,unknown,확인 필요,False,False,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0096,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0096,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0096,23,확인 필요,확인 필요,True
SAMPLE-0097,서울문화포털,sample_fallback,로봇과 코딩 체험,과학,서초구,서초구 문화예술회관,서울특별시 서초구 샘플로 196,37.48140087607318,127.04116866575345,10,12,10-12세,10-12세 어린이 및 보호자,2026-06-15,2026-06-22,오후,0,무료,실내,접수중,available,지금 신청 가능,True,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0097,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0097,25,지금 신청 가능,지금 신청 가능,False
SAMPLE-0098,서울형 키즈카페,sample_fallback,창의 만들기 체험,미술,강남구,강남구 아이맘센터,서울특별시 강남구 샘플로 197,37.510557725907745,127.04193163788628,4,12,4-12세,4-12세 어린이 및 보호자,2026-07-11,2026-07-11,상시,0,무료,실외,예약가능,available,지금 신청 가능,True,False,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0098,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0098,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0098,28,지금 신청 가능,지금 신청 가능,True
SAMPLE-0099,구립도서관,sample_fallback,한양도성 이야기 산책,역사,송파구,송파구 작은도서관,서울특별시 송파구 샘플로 198,37.51835996076813,127.10353236926285,4,6,4-6세,4-6세 어린이 및 보호자,2026-05-01,2026-05-01,10:00-11:30,3000,저비용,혼합,상시이용,always_available,상시/현장 가능,True,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0099,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0099,18,상시/현장 가능,상시/현장 가능,False
SAMPLE-0100,박물관·미술관,sample_fallback,어린이 생태 관찰 교실,자연,강동구,강동구 구립미술관,서울특별시 강동구 샘플로 199,37.53006926879968,127.12281934260885,5,7,5-7세,5-7세 어린이 및 보호자,2026-05-02,2026-05-02,10:00-12:00,12000,유료,실내,마감임박,closing_soon,마감 임박,True,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0100,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0100,18,마감 임박,마감 임박,False
SAMPLE-0101,공공서비스예약,sample_fallback,가족 공연 체험,공연,종로구,종로구 주민문화센터,서울특별시 종로구 샘플로 200,37.5755254472928,126.98734489116788,6,9,6-9세,6-9세 어린이 및 보호자,2026-05-03,2026-05-03,13:00-15:00,0,무료,실외,접수예정,soon_open,접수 예정,False,False,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0101,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0101,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0101,18,접수 예정,접수 예정,True
SAMPLE-0102,서울문화포털,sample_fallback,가족 보드게임 체험,놀이,중구,중구 가족문화센터,서울특별시 중구 샘플로 201,37.564343509441414,127.00146363275967,7,9,7-9세,7-9세 어린이 및 보호자,2026-05-04,2026-05-04,14:00-16:00,0,무료,혼합,접수마감,full,예약 마감,False,True,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0102,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0102,19,예약 마감,예약 마감,False
SAMPLE-0103,서울형 키즈카페,sample_fallback,토요 뉴스포츠 교실,체육,용산구,용산구 서울형 키즈카페,서울특별시 용산구 샘플로 202,37.52029896739381,126.99020768958842,8,12,8-12세,8-12세 어린이 및 보호자,2026-05-06,2026-05-13,오전,0,무료,실내,예약마감,full,예약 마감,False,True,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0103,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0103,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0103,19,예약 마감,예약 마감,True
SAMPLE-0104,구립도서관,sample_fallback,가족 책놀이 시간,독서,성동구,성동구 어린이도서관,서울특별시 성동구 샘플로 203,37.55824061837824,127.02978712163745,10,12,10-12세,10-12세 어린이 및 보호자,2026-05-07,2026-05-07,오후,3000,저비용,실외,확인 필요,unknown,확인 필요,False,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0104,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0104,19,확인 필요,확인 필요,False
SAMPLE-0105,박물관·미술관,sample_fallback,어린이 과학 실험실,과학,광진구,광진구 역사전시관,서울특별시 광진구 샘플로 204,37.53323108579843,127.0802952593558,4,12,4-12세,4-12세 어린이 및 보호자,2026-05-08,2026-05-08,상시,12000,유료,혼합,접수중,available,지금 신청 가능,True,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0105,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0105,19,지금 신청 가능,지금 신청 가능,False
SAMPLE-0106,공공서비스예약,sample_fallback,창의 만들기 체험,미술,동대문구,동대문구 공공서비스센터,서울특별시 동대문구 샘플로 205,37.579895415254136,127.03164164369356,4,6,4-6세,4-6세 어린이 및 보호자,2026-04-26,2026-04-26,10:00-11:30,0,무료,실내,예약가능,available,지금 신청 가능,True,False,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0106,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0106,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0106,17,지금 신청 가능,지금 신청 가능,True
SAMPLE-0107,서울문화포털,sample_fallback,한양도성 이야기 산책,역사,중랑구,중랑구 문화예술회관,서울특별시 중랑구 샘플로 206,37.606483788955565,127.0895949834,5,7,5-7세,5-7세 어린이 및 보호자,2026-05-15,2026-05-15,10:00-12:00,0,무료,실외,상시이용,always_available,상시/현장 가능,True,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0107,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0107,20,상시/현장 가능,상시/현장 가능,False
SAMPLE-0108,서울형 키즈카페,sample_fallback,어린이 생태 관찰 교실,자연,성북구,성북구 아이맘센터,서울특별시 성북구 샘플로 207,37.587433961433824,127.02271654695183,6,9,6-9세,6-9세 어린이 및 보호자,2026-05-19,2026-05-19,13:00-15:00,0,무료,혼합,마감임박,closing_soon,마감 임박,True,False,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0108,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0108,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0108,21,마감 임박,마감 임박,True
SAMPLE-0109,구립도서관,sample_fallback,무대 뒤 예술 체험,공연,강북구,강북구 작은도서관,서울특별시 강북구 샘플로 208,37.642828692622025,127.03372438864466,7,9,7-9세,7-9세 어린이 및 보호자,2026-05-26,2026-05-27,14:00-16:00,3000,저비용,실내,접수예정,soon_open,접수 예정,False,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0109,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0109,22,접수 예정,접수 예정,False
SAMPLE-0110,박물관·미술관,sample_fallback,서울형 키즈카페 놀이시간,놀이,도봉구,도봉구 역사전시관,서울특별시 도봉구 샘플로 209,37.667872965924495,127.04292434432998,8,12,8-12세,8-12세 어린이 및 보호자,2026-06-02,2026-06-02,오전,12000,유료,실외,접수마감,full,예약 마감,False,True,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0110,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0110,23,예약 마감,예약 마감,False
SAMPLE-0111,공공서비스예약,sample_fallback,어린이 생활체육 교실,체육,노원구,노원구 청소년문화의집,서울특별시 노원구 샘플로 210,37.65285684709872,127.05825498074762,10,12,10-12세,10-12세 어린이 및 보호자,2026-06-16,2026-06-16,오후,0,무료,혼합,예약마감,full,예약 마감,False,True,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0111,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0111,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0111,25,예약 마감,예약 마감,True
SAMPLE-0112,서울문화포털,sample_fallback,가족 책놀이 시간,독서,은평구,은평구 문화예술회관,서울특별시 은평구 샘플로 211,37.60375944015072,126.9225936715666,4,12,4-12세,4-12세 어린이 및 보호자,2026-07-11,2026-07-11,상시,0,무료,실내,확인 필요,unknown,확인 필요,False,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0112,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0112,28,확인 필요,확인 필요,False
SAMPLE-0113,서울형 키즈카페,sample_fallback,로봇과 코딩 체험,과학,서대문구,서대문구 공동육아 놀이공간,서울특별시 서대문구 샘플로 212,37.579642938689766,126.93816936998084,4,6,4-6세,4-6세 어린이 및 보호자,2026-05-01,2026-05-01,10:00-11:30,0,무료,실외,접수중,available,지금 신청 가능,True,False,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0113,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0113,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0113,18,지금 신청 가능,지금 신청 가능,True
SAMPLE-0114,구립도서관,sample_fallback,창의 만들기 체험,미술,마포구,마포구 구립도서관,서울특별시 마포구 샘플로 213,37.581404844225204,126.91316106766769,5,7,5-7세,5-7세 어린이 및 보호자,2026-05-02,2026-05-02,10:00-12:00,3000,저비용,혼합,예약가능,available,지금 신청 가능,True,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0114,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0114,18,지금 신청 가능,지금 신청 가능,False
SAMPLE-0115,박물관·미술관,sample_fallback,어린이 박물관 탐험,역사,양천구,양천구 구립미술관,서울특별시 양천구 샘플로 214,37.51188053989665,126.8647756998307,6,9,6-9세,6-9세 어린이 및 보호자,2026-05-02,2026-05-09,13:00-15:00,12000,유료,실내,상시이용,always_available,상시/현장 가능,True,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0115,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0115,18,상시/현장 가능,상시/현장 가능,False
SAMPLE-0116,공공서비스예약,sample_fallback,어린이 생태 관찰 교실,자연,강서구,강서구 공공서비스센터,서울특별시 강서구 샘플로 215,37.54211934798898,126.84595575791623,7,9,7-9세,7-9세 어린이 및 보호자,2026-05-04,2026-05-04,14:00-16:00,0,무료,실외,마감임박,closing_soon,마감 임박,True,False,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0116,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0116,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0116,19,마감 임박,마감 임박,True
SAMPLE-0117,서울문화포털,sample_fallback,어린이 음악극 관람,공연,구로구,구로구 가족문화센터,서울특별시 구로구 샘플로 216,37.49739363002154,126.89473512172533,8,12,8-12세,8-12세 어린이 및 보호자,2026-05-05,2026-05-05,오전,0,무료,혼합,접수예정,soon_open,접수 예정,False,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0117,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0117,19,접수 예정,접수 예정,False
SAMPLE-0118,서울형 키즈카페,sample_fallback,창의 놀이랩,놀이,금천구,금천구 아이맘센터,서울특별시 금천구 샘플로 217,37.452525496973536,126.8915751213596,10,12,10-12세,10-12세 어린이 및 보호자,2026-05-08,2026-05-08,오후,0,무료,실내,접수마감,full,예약 마감,False,True,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0118,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0118,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0118,19,예약 마감,예약 마감,True
